student_name,gender,grade,school_name,type,reading_score,math_score
Chelsey Graham,F,9th,Patterson High School,District,94,93
Jesus Kerr,M,11th,Patterson High School,District,58,72
Regina Harrell,F,12th,Patterson High School,District,58,75
Susan Weiss,F,10th,Patterson High School,District,68,72
Erica Hernandez,F,9th,Patterson High School,District,66,94
Thomas Wood,M,10th,Patterson High School,District,75,80
Kenneth Smith,M,11th,Patterson High School,District,60,91
Brandi Weaver DVM,F,11th,Patterson High School,District,64,88
Manuel Schmidt,M,11th,Patterson High School,District,55,91
Jacob Wong,M,12th,Patterson High School,District,95,90
Amanda Butler,F,12th,Patterson High School,District,93,89
Rhonda Thomas,F,10th,Patterson High School,District,92,96
Jamie White,F,9th,Patterson High School,District,76,87
Allison Simpson,F,9th,Patterson High School,District,91,88
Deborah Harvey,F,11th,Patterson High School,District,82,92
Jeffery Bruce,M,9th,Patterson High School,District,82,82
Roberto Parks,M,11th,Patterson High School,District,77,77
Joseph Thompson,M,10th,Patterson High School,District,62,73
Danielle Holt,F,9th,Patterson High School,District,56,82
James Moore,M,11th,Patterson High School,District,69,99
Diana Mcdowell,F,11th,Patterson High School,District,72,93
Ronald Rivera,M,10th,Patterson High School,District,55,84
Laura Porter,F,10th,Patterson High School,District,87,90
Michele Wright,F,12th,Patterson High School,District,55,89
Ryan Jimenez,M,12th,Patterson High School,District,64,76
Jackson Francis,M,10th,Patterson High School,District,66,74
Christopher Wheeler,M,10th,Patterson High School,District,75,82
James Craig,M,11th,Patterson High School,District,90,84
Guy Gonzalez,M,11th,Patterson High School,District,67,71
Michael Henderson,M,9th,Patterson High School,District,68,89
Isaac Bentley MD,M,11th,Patterson High School,District,86,90
Tim Reese,M,10th,Patterson High School,District,83,95
Eric Short,M,12th,Patterson High School,District,75,96
Maria Brooks,F,9th,Patterson High School,District,93,93
Alexandra Valdez,F,11th,Patterson High School,District,69,87
Kathleen Pollard,F,9th,Patterson High School,District,78,70
Teresa Poole,F,9th,Patterson High School,District,83,68
David Smith,M,9th,Patterson High School,District,76,87
Laura Tran,F,11th,Patterson High School,District,86,67
Michael Lozano,M,10th,Patterson High School,District,78,69
Douglas Ortega,M,11th,Patterson High School,District,79,86
Christopher Davis,M,12th,Patterson High School,District,58,96
Christina Maynard,F,11th,Patterson High School,District,89,73
Lisa Morrison,F,12th,Patterson High School,District,69,96
Patricia Lambert,F,12th,Patterson High School,District,68,75
Jeremiah Rose,M,11th,Patterson High School,District,65,65
Crystal Leon,F,10th,Patterson High School,District,71,87
Jocelyn Green,F,11th,Patterson High School,District,57,92
Haley Tucker DVM,F,11th,Patterson High School,District,74,70
Tammy Francis DVM,F,9th,Patterson High School,District,63,64
Elizabeth Coffey,F,10th,Patterson High School,District,73,66
Elizabeth Clark,F,12th,Patterson High School,District,71,80
Alisha Owen,F,11th,Patterson High School,District,90,65
Lisa Oliver,F,11th,Patterson High School,District,83,71
Alex Mcdonald,M,9th,Patterson High School,District,62,77
William Martinez,M,12th,Patterson High School,District,68,92
Barbara Salazar,F,11th,Patterson High School,District,56,68
Maria Kennedy MD,F,10th,Patterson High School,District,75,98
Elizabeth Lawson,F,9th,Patterson High School,District,85,65
Victoria Miller,F,9th,Patterson High School,District,56,88
William Long,M,10th,Patterson High School,District,56,66
Joseph Johnson,M,12th,Patterson High School,District,81,81
James Brown,M,9th,Patterson High School,District,85,68
Karen Sanchez,F,11th,Patterson High School,District,70,67
Monica Campbell,F,10th,Patterson High School,District,71,85
Gloria Kim,F,9th,Patterson High School,District,84,77
David Martin,M,9th,Patterson High School,District,95,82
Michael Gutierrez,M,10th,Patterson High School,District,84,87
Jessica Waller,F,12th,Patterson High School,District,55,90
Juan Smith,M,12th,Patterson High School,District,77,99
Leah Gonzalez,F,9th,Patterson High School,District,74,91
Scott Brown,M,10th,Patterson High School,District,64,88
Francisco Richardson,M,9th,Patterson High School,District,89,76
Alejandra Phillips,F,9th,Patterson High School,District,91,94
Daniel Hayes,M,11th,Patterson High School,District,73,97
Michael Thompson,M,10th,Patterson High School,District,77,93
Paula Watson,F,10th,Patterson High School,District,89,98
Brianna Martin,F,12th,Patterson High School,District,62,83
Kayla Wilson,F,9th,Patterson High School,District,76,73
Dr. Justin Washington MD,M,9th,Patterson High School,District,80,68
Bryan Conway,M,10th,Patterson High School,District,64,87
Jennifer Abbott,F,10th,Patterson High School,District,64,79
Erica Gray,F,10th,Patterson High School,District,92,79
Kenneth Fuller,M,12th,Patterson High School,District,93,97
Joshua Stevens,M,10th,Patterson High School,District,58,96
Lisa Gonzales,F,10th,Patterson High School,District,73,89
Erin Gray,F,12th,Patterson High School,District,91,66
Corey Baker,M,9th,Patterson High School,District,84,68
Teresa Brown,F,10th,Patterson High School,District,85,73
Leslie Davenport,F,12th,Patterson High School,District,95,92
Devin Scott,M,11th,Patterson High School,District,68,79
Katherine Rice,F,10th,Patterson High School,District,75,98
Anthony Reed,M,10th,Patterson High School,District,72,87
Darlene Cole,F,9th,Patterson High School,District,69,67
Samantha Davis,F,10th,Patterson High School,District,88,81
Katherine Caldwell,F,11th,Patterson High School,District,98,74
Frank Rivera,M,9th,Patterson High School,District,92,86
Brandon Gonzalez,M,10th,Patterson High School,District,69,92
Lisa Martinez,F,9th,Patterson High School,District,79,68
Katelyn Richards,F,12th,Patterson High School,District,59,69
Allen Brown,M,9th,Patterson High School,District,92,89
Michael Rollins,M,10th,Patterson High School,District,90,69
Clayton Conley,M,10th,Patterson High School,District,89,70
Sandra Wilson,F,10th,Patterson High School,District,55,99
Jasmine Pineda,F,9th,Patterson High School,District,56,85
Lauren Berry,F,10th,Patterson High School,District,89,69
Frank Fitzgerald,M,10th,Patterson High School,District,63,82
Jeremiah Hill,M,11th,Patterson High School,District,66,88
Julie Long,F,10th,Patterson High School,District,71,81
Robert Stewart,M,11th,Patterson High School,District,62,77
Monica Charles,F,9th,Patterson High School,District,87,77
Christopher Thompson,M,10th,Patterson High School,District,84,95
Dustin Esparza,M,12th,Patterson High School,District,88,99
Frank Martinez,M,12th,Patterson High School,District,67,73
Jennifer Ramirez,F,10th,Patterson High School,District,87,71
Robert Mathews,M,11th,Patterson High School,District,56,84
Jason Adams,M,11th,Patterson High School,District,67,81
Samantha Lee,F,12th,Patterson High School,District,60,65
Katherine Hays,F,9th,Patterson High School,District,84,98
Jessica Shelton,F,10th,Patterson High School,District,59,93
Kimberly Stevens,F,11th,Patterson High School,District,59,87
Christine Graham,F,10th,Patterson High School,District,72,75
Joshua Brock,M,10th,Patterson High School,District,81,92
Johnny Boone,M,9th,Patterson High School,District,94,98
Tina Jones,F,10th,Patterson High School,District,66,84
Richard Rodriguez,M,9th,Patterson High School,District,80,95
Megan Smith,F,12th,Patterson High School,District,90,88
Nicholas Morris,M,9th,Patterson High School,District,81,96
Stephanie Garcia,F,11th,Patterson High School,District,61,64
Rhonda Ward,F,12th,Patterson High School,District,56,95
Kenneth Burke,M,10th,Patterson High School,District,79,99
Jordan Clements,M,11th,Patterson High School,District,82,84
Joyce Mccarthy,F,10th,Patterson High School,District,64,73
John Henson,M,11th,Patterson High School,District,85,65
Jackie Mullen,F,9th,Patterson High School,District,83,74
Mark Douglas,M,10th,Patterson High School,District,80,93
Yvonne Johnson,F,12th,Patterson High School,District,88,99
Regina Wilkerson,F,10th,Patterson High School,District,89,67
Kevin Grimes,M,12th,Patterson High School,District,78,68
Austin Montes,M,10th,Patterson High School,District,78,86
Mr. Christopher Davis,M,12th,Patterson High School,District,64,96
Elizabeth Rocha,F,11th,Patterson High School,District,97,64
Michael Herman,M,9th,Patterson High School,District,57,75
Edgar Reed,M,9th,Patterson High School,District,66,97
Dakota Brewer,M,11th,Patterson High School,District,83,84
Jasmine Hodge,F,11th,Patterson High School,District,80,78
Andre Morgan,M,9th,Patterson High School,District,81,95
Dylan Harris,M,11th,Patterson High School,District,95,85
Shannon Williams,F,10th,Patterson High School,District,97,96
Susan Knight,F,9th,Patterson High School,District,80,69
Mary Riley,F,10th,Patterson High School,District,78,65
Amy Fletcher,F,12th,Patterson High School,District,93,73
Matthew Stewart,M,9th,Patterson High School,District,56,82
Nicole Curry,F,10th,Patterson High School,District,91,94
Michelle Mueller,F,11th,Patterson High School,District,57,68
Gary Johnson,M,12th,Patterson High School,District,96,64
Rita Mathis,F,9th,Patterson High School,District,97,64
Andrea Bailey,F,12th,Patterson High School,District,55,77
John Reed,M,9th,Patterson High School,District,71,70
Ricky White,M,12th,Patterson High School,District,97,75
Jodi Chan,F,12th,Patterson High School,District,65,90
Erik White,M,11th,Patterson High School,District,91,66
Gregory Dickerson,M,12th,Patterson High School,District,87,83
Mark Moore,M,9th,Patterson High School,District,84,67
Joyce Martinez,F,11th,Patterson High School,District,95,90
Mr. Travis Padilla DDS,M,9th,Patterson High School,District,78,75
John Torres,M,9th,Patterson High School,District,90,78
Monica Ballard,F,11th,Patterson High School,District,60,98
Jason Petersen,M,9th,Patterson High School,District,89,90
Erica Young,F,10th,Patterson High School,District,84,71
Debra Hickman,F,9th,Patterson High School,District,69,81
Crystal Andrews,F,9th,Patterson High School,District,67,73
Vanessa Manning,F,12th,Patterson High School,District,80,96
Edward Rangel,M,11th,Patterson High School,District,84,68
Jerry Robertson,M,12th,Patterson High School,District,74,80
Pamela Cuevas,F,12th,Patterson High School,District,88,79
Julie King,F,11th,Patterson High School,District,60,99
Brittany Crawford,F,9th,Patterson High School,District,56,91
Jodi Ibarra,F,9th,Patterson High School,District,97,96
Jessica Mcgrath,F,9th,Patterson High School,District,84,81
Leslie Robbins,F,10th,Patterson High School,District,58,67
Jamie Gutierrez,F,9th,Patterson High School,District,59,75
James Smith,M,10th,Patterson High School,District,98,65
Victoria Pitts,F,12th,Patterson High School,District,57,81
Tracy Rodriguez,F,9th,Patterson High School,District,80,96
Patrick Best,M,9th,Patterson High School,District,75,75
Claudia Knight,F,11th,Patterson High School,District,72,74
Mark Walsh,M,10th,Patterson High School,District,81,74
Crystal Estrada,F,9th,Patterson High School,District,71,69
Keith Andrews,M,11th,Patterson High School,District,97,84
Cynthia Johnson,F,11th,Patterson High School,District,76,90
Jacqueline Garcia,F,11th,Patterson High School,District,66,86
Andrea Smith,F,12th,Patterson High School,District,66,84
Jimmy Bernard,M,9th,Patterson High School,District,72,90
Christopher Campbell DVM,M,10th,Patterson High School,District,73,98
James Jones,M,10th,Patterson High School,District,61,81
Carlos Morrison,M,9th,Patterson High School,District,56,91
Richard Sims,M,9th,Patterson High School,District,70,64
Tara Brown,F,10th,Patterson High School,District,74,74
Betty Wells,F,12th,Patterson High School,District,93,76
Jennifer Navarro,F,10th,Patterson High School,District,59,68
Cheryl Scott,F,10th,Patterson High School,District,87,91
Nathaniel Williams,M,10th,Patterson High School,District,78,93
Jason Miller,M,9th,Patterson High School,District,61,84
David Farley,M,9th,Patterson High School,District,79,80
Jeffrey Torres,M,10th,Patterson High School,District,71,76
Brian Baker,M,10th,Patterson High School,District,62,91
Janet Wright,F,9th,Patterson High School,District,76,84
Alexandra Carroll,F,12th,Patterson High School,District,78,64
Sean Price,M,9th,Patterson High School,District,71,95
Justin Davidson,M,10th,Patterson High School,District,56,81
Thomas Reed,M,11th,Patterson High School,District,90,79
Joshua Brady,M,11th,Patterson High School,District,61,81
Angela Vargas,F,9th,Patterson High School,District,73,67
Robin Little,F,11th,Patterson High School,District,94,64
Robert Johnson,M,12th,Patterson High School,District,56,99
Mr. James Benson,M,10th,Patterson High School,District,61,96
Alan Serrano,M,11th,Patterson High School,District,83,91
Jennifer Christensen,F,10th,Patterson High School,District,84,89
Daniel Russell,M,9th,Patterson High School,District,64,79
Donna Santos,F,10th,Patterson High School,District,57,79
Michele Rocha,F,10th,Patterson High School,District,73,66
Anthony Davis,M,12th,Patterson High School,District,57,80
Jacob Mccann,M,12th,Patterson High School,District,67,78
Daniel Vargas DDS,M,10th,Patterson High School,District,59,97
Andrea Rogers,F,9th,Patterson High School,District,89,99
Christina Martin,F,10th,Patterson High School,District,91,78
Ryan Hansen,M,11th,Patterson High School,District,57,80
Daniel Patterson,M,9th,Patterson High School,District,91,99
Elizabeth Sutton,F,12th,Patterson High School,District,93,82
Adam Miller,M,10th,Patterson High School,District,84,66
Joshua Coleman,M,12th,Patterson High School,District,83,96
Summer Rogers,F,11th,Patterson High School,District,76,93
Jacob Dawson,M,9th,Patterson High School,District,74,65
Victor Harper,M,11th,Patterson High School,District,74,95
Xavier Bennett,M,11th,Patterson High School,District,97,72
Jesus Reeves,M,12th,Patterson High School,District,90,71
Kenneth Roth,M,11th,Patterson High School,District,58,66
Chloe Hines,F,10th,Patterson High School,District,87,92
Katie Carter,F,12th,Patterson High School,District,65,71
Brett Reed,M,9th,Patterson High School,District,55,68
Jacob Woods,M,9th,Patterson High School,District,55,83
Desiree Chambers,F,12th,Patterson High School,District,90,89
Holly Garrett,F,10th,Patterson High School,District,58,74
Lee Blanchard,M,11th,Patterson High School,District,75,86
Elizabeth Figueroa,F,12th,Patterson High School,District,97,69
Michael Ball,M,10th,Patterson High School,District,75,87
